claim_id,quantity,value,unit,source,interpretation,status
potential_g_max,Potential coefficient g max,0.1059521791145099,effective units,evidence/article_numeric_sources/outputs/mdck_effective_potential_audit_v198_2026-07-30/v198_potential_outer_folds.csv,Coefficient scale depends on the field units and one-step time discretization; it is not a material constant.,verified
physics_bulk_active_gain,"MDCK_Bulk conditional C(1,2) gain at h6",-2.9857336637619407,%,evidence/article_numeric_sources/outputs/active_transition_physics_gate_combined_2026-06-12/combined_gate_summary.csv,Отрицательная величина означает ухудшение относительно согласованного контроля.,verified
physics_edge_active_gain,"MDCK_Edge conditional C(1,2) gain at h6",-1.575853316730598,%,evidence/article_numeric_sources/outputs/active_transition_physics_gate_combined_2026-06-12/combined_gate_summary.csv,Отрицательная величина означает ухудшение относительно согласованного контроля.,verified
observability_deployable_passes,"Переносимые сигналы, прошедшие полный шлюз наблюдаемости",0.0,сигналов,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_observability_gate_matrix.csv,"Прохождение требует одновременно временного, идентификационного и доменного контроля.",verified
observability_total,Всего проверенных переносимых сигналов,23.0,сигналов,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_observability_gate_matrix.csv,Знаменатель для панели архитектурного поиска.,verified
primary_h1_rmse,v166_h1_strict component RMSE at h1,3.4743735539609095,px,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_primary_online_benchmark.csv,Movie-macro component RMSE in the frozen six-movie outer-LOMO protocol.,verified
primary_h1_r2,v166_h1_strict R2 at h1,0.5077326421395097,fraction,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_primary_online_benchmark.csv,"R2 is comparable only within the same domain, horizon, and causal protocol.",verified
primary_h6_rmse,v166_h6_utility component RMSE at h6,5.500748634593833,px,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_primary_online_benchmark.csv,Movie-macro component RMSE in the frozen six-movie outer-LOMO protocol.,verified
primary_h6_r2,v166_h6_utility R2 at h6,0.9377208553285478,fraction,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_primary_online_benchmark.csv,"R2 is comparable only within the same domain, horizon, and causal protocol.",verified
prior_h1_rmse,v97_no_update component RMSE at h1,3.483013707781548,px,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_primary_online_benchmark.csv,Movie-macro component RMSE in the frozen six-movie outer-LOMO protocol.,verified
prior_h1_r2,v97_no_update R2 at h1,0.5059191051218614,fraction,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_primary_online_benchmark.csv,"R2 is comparable only within the same domain, horizon, and causal protocol.",verified
prior_h6_rmse,v97_no_update component RMSE at h6,7.8120400713591165,px,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_primary_online_benchmark.csv,Movie-macro component RMSE in the frozen six-movie outer-LOMO protocol.,verified
prior_h6_r2,v97_no_update R2 at h6,0.8746039002712102,fraction,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_primary_online_benchmark.csv,"R2 is comparable only within the same domain, horizon, and causal protocol.",verified
constant_velocity_h6_rmse,constant_velocity component RMSE at h6,6.656918843587239,px,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_primary_online_benchmark.csv,Movie-macro component RMSE in the frozen six-movie outer-LOMO protocol.,verified
constant_velocity_h6_r2,constant_velocity R2 at h6,0.9091860748262636,fraction,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_primary_online_benchmark.csv,"R2 is comparable only within the same domain, horizon, and causal protocol.",verified
h1_normalized_rmse_mean,Movie-mean normalized_rmse_mean at h1,0.7013514779943998,fraction,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/h1_h6_scale_summary.csv,Derived within each movie from the same v166_h1_strict predictions and target rows.,verified
h1_implied_target_sd_mean_px,Movie-mean implied_target_sd_mean_px at h1,4.9497189028510995,px,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/h1_h6_scale_summary.csv,Derived within each movie from the same v166_h1_strict predictions and target rows.,verified
h6_normalized_rmse_mean,Movie-mean normalized_rmse_mean at h6,0.3072275937416982,fraction,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/h1_h6_scale_summary.csv,Derived within each movie from the same v166_h1_strict predictions and target rows.,verified
h6_implied_target_sd_mean_px,Movie-mean implied_target_sd_mean_px at h6,22.071197235912024,px,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/h1_h6_scale_summary.csv,Derived within each movie from the same v166_h1_strict predictions and target rows.,verified
horizon_scale_implied_target_sd_h6_over_h1,implied_target_sd_h6_over_h1,4.4590809436064625,ratio,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/h1_h6_scale_ratios.csv,"Descriptive horizon-scale audit, not an identified irreducible noise fraction.",verified
horizon_scale_component_rmse_h6_over_h1,component_rmse_h6_over_h1,1.952765843790382,ratio,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/h1_h6_scale_ratios.csv,"Descriptive horizon-scale audit, not an identified irreducible noise fraction.",verified
horizon_scale_normalized_rmse_h1_over_h6,normalized_rmse_h1_over_h6,2.2828401233518805,ratio,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/h1_h6_scale_ratios.csv,"Descriptive horizon-scale audit, not an identified irreducible noise fraction.",verified
c2c12_manual_h1_component_rmse,C2C12 manual h1 component_rmse,0.7247980833053589,px,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/tracking_noise_forensics.csv,External tracking-quality forensic; manual tracks contain many interpolated centroids.,verified
c2c12_manual_h1_r2,C2C12 manual h1 r2,0.7057424297261963,fraction,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/tracking_noise_forensics.csv,External tracking-quality forensic; manual tracks contain many interpolated centroids.,verified
c2c12_automatic_h1_component_rmse,C2C12 automatic h1 component_rmse,3.474311113357544,px,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/tracking_noise_forensics.csv,External tracking-quality forensic; manual tracks contain many interpolated centroids.,verified
c2c12_automatic_h1_r2,C2C12 automatic h1 r2,0.0183748592314305,fraction,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/tracking_noise_forensics.csv,External tracking-quality forensic; manual tracks contain many interpolated centroids.,verified
c2c12_step_disagreement_median,Paired C2C12 step_disagreement_median,0.7386917173862457,px,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/tracking_noise_forensics.csv,Same-frame spatial matching is used only for the forensic audit and never as a model input.,verified
c2c12_step_disagreement_p90,Paired C2C12 step_disagreement_p90,1.8804519653320315,px,evidence/article_numeric_sources/outputs/h1_signal_noise_audit_2026-07-30/tracking_noise_forensics.csv,Same-frame spatial matching is used only for the forensic audit and never as a model input.,verified
h1_test_relative_gain_percent,relative_gain_percent,0.0810080662496187,% movie-macro,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h1_test_mean_rmse_delta_comparator_minus_method,mean_rmse_delta_comparator_minus_method,0.0086401538206381,px,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h1_test_delta_ci_low,delta_ci_low,-0.0395507971988224,px,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h1_test_delta_ci_high,delta_ci_high,0.0575180788948704,px,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h1_test_exact_two_sided_sign_flip_p,exact_two_sided_sign_flip_p,0.84375,p,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h1_test_holm_adjusted_p,holm_adjusted_p,0.84375,p,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h1_test_method_better_movies,method_better_movies,4.0,movies,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h6_test_relative_gain_percent,relative_gain_percent,29.763802339504466,% movie-macro,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h6_test_mean_rmse_delta_comparator_minus_method,mean_rmse_delta_comparator_minus_method,2.3112914367652824,px,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h6_test_delta_ci_low,delta_ci_low,2.2064403869577336,px,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h6_test_delta_ci_high,delta_ci_high,2.4142214777135043,px,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h6_test_exact_two_sided_sign_flip_p,exact_two_sided_sign_flip_p,0.03125,p,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h6_test_holm_adjusted_p,holm_adjusted_p,0.0625,p,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
h6_test_method_better_movies,method_better_movies,6.0,movies,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_paired_movie_statistics.csv,"The relative gain is the mean of movie-level gains, not a ratio of pooled RMSE values.",verified
unseen_h6_rmse,frozen-current-configuration h6 RMSE,4.819533087729029,px,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_configuration_unseen_confirmation.csv,Seven MDCK Bulk films not used to select the current configuration; distinct from the six-movie primary LOMO but present in older broad screening.,verified
unseen_h6_r2,frozen-current-configuration h6 R2,0.952465638474533,fraction,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_configuration_unseen_confirmation.csv,Seven films not used to select the current configuration; not a fully hypothesis-naive prospective cohort.,verified
unseen_h6_gain,frozen-current-configuration gain versus v97,25.816658637891575,%,evidence/article_numeric_sources/outputs/lachance_publication_bundle_v188_2026-07-29/v188_configuration_unseen_confirmation.csv,"Relative gain on films 10-16, which were not used to select the current configuration.",verified
unseen_h6_delta,frozen-current-configuration paired h6 RMSE reduction,1.6764105862124166,px,evidence/article_numeric_sources/outputs/lachance_streaming_transport_confirmation_v160_full_2026-07-27/v160_confirmation_aggregate.csv,Mean movie-level v97-minus-method RMSE difference on seven frozen confirmation movies.,verified
unseen_h6_delta_ci_low,frozen-current-configuration paired h6 RMSE reduction CI low,1.6197090385966233,px,evidence/article_numeric_sources/outputs/lachance_streaming_transport_confirmation_v160_full_2026-07-27/v160_confirmation_aggregate.csv,Lower endpoint of the movie bootstrap 95% interval.,verified
unseen_h6_delta_ci_high,frozen-current-configuration paired h6 RMSE reduction CI high,1.720913536648825,px,evidence/article_numeric_sources/outputs/lachance_streaming_transport_confirmation_v160_full_2026-07-27/v160_confirmation_aggregate.csv,Upper endpoint of the movie bootstrap 95% interval.,verified
unseen_h6_exact_p,frozen-current-configuration exact two-sided sign-flip p,0.015625,p,evidence/article_numeric_sources/outputs/lachance_streaming_transport_confirmation_v160_full_2026-07-27/v160_confirmation_aggregate.csv,Unadjusted exact paired sign-flip p on seven frozen confirmation movies.,verified
unseen_h6_positive_movies,frozen-current-configuration positive movies,7.0,movies,evidence/article_numeric_sources/outputs/lachance_streaming_transport_confirmation_v160_full_2026-07-27/v160_confirmation_aggregate.csv,Number of confirmation movies with lower h6 RMSE than v97.,verified
confirmation_gru_h1_rmse,gru_track frozen-confirmation h1 RMSE,3.3621273381369456,px,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,"Prediction-level ensemble of seeds 7,42,123; fit movies 1-4, validation movie 5, confirmation movies 10-16.",verified
confirmation_gru_h1_r2,gru_track frozen-confirmation h1 R2,0.5073610040929306,fraction,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,Movie-macro R2 under the same frozen streaming contract.,verified
confirmation_gru_h2_rmse,gru_track frozen-confirmation h2 RMSE,4.665071419307163,px,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,"Prediction-level ensemble of seeds 7,42,123; fit movies 1-4, validation movie 5, confirmation movies 10-16.",verified
confirmation_gru_h2_r2,gru_track frozen-confirmation h2 R2,0.7129922323097111,fraction,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,Movie-macro R2 under the same frozen streaming contract.,verified
confirmation_gru_h4_rmse,gru_track frozen-confirmation h4 RMSE,6.391077041625977,px,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,"Prediction-level ensemble of seeds 7,42,123; fit movies 1-4, validation movie 5, confirmation movies 10-16.",verified
confirmation_gru_h4_r2,gru_track frozen-confirmation h4 R2,0.8377170395059157,fraction,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,Movie-macro R2 under the same frozen streaming contract.,verified
confirmation_gru_h6_rmse,gru_track frozen-confirmation h6 RMSE,7.688849653516497,px,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,"Prediction-level ensemble of seeds 7,42,123; fit movies 1-4, validation movie 5, confirmation movies 10-16.",verified
confirmation_gru_h6_r2,gru_track frozen-confirmation h6 R2,0.8791302847246779,fraction,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,Movie-macro R2 under the same frozen streaming contract.,verified
confirmation_hgbdt_h1_rmse,hgbdt_track frozen-confirmation h1 RMSE,3.377167361123221,px,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,"Prediction-level ensemble of seeds 7,42,123; fit movies 1-4, validation movie 5, confirmation movies 10-16.",verified
confirmation_hgbdt_h1_r2,hgbdt_track frozen-confirmation h1 R2,0.5029826196579856,fraction,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,Movie-macro R2 under the same frozen streaming contract.,verified
confirmation_hgbdt_h2_rmse,hgbdt_track frozen-confirmation h2 RMSE,4.41516637802124,px,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,"Prediction-level ensemble of seeds 7,42,123; fit movies 1-4, validation movie 5, confirmation movies 10-16.",verified
confirmation_hgbdt_h2_r2,hgbdt_track frozen-confirmation h2 R2,0.7429671933171907,fraction,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,Movie-macro R2 under the same frozen streaming contract.,verified
confirmation_hgbdt_h4_rmse,hgbdt_track frozen-confirmation h4 RMSE,5.924616813659668,px,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,"Prediction-level ensemble of seeds 7,42,123; fit movies 1-4, validation movie 5, confirmation movies 10-16.",verified
confirmation_hgbdt_h4_r2,hgbdt_track frozen-confirmation h4 R2,0.8605755737050134,fraction,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,Movie-macro R2 under the same frozen streaming contract.,verified
confirmation_hgbdt_h6_rmse,hgbdt_track frozen-confirmation h6 RMSE,7.075831140790667,px,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,"Prediction-level ensemble of seeds 7,42,123; fit movies 1-4, validation movie 5, confirmation movies 10-16.",verified
confirmation_hgbdt_h6_r2,hgbdt_track frozen-confirmation h6 R2,0.8976562601416395,fraction,evidence/article_numeric_sources/outputs/lachance_confirmation_learned_comparators_v193_full_2026-07-30/v193_aggregate.csv,Movie-macro R2 under the same frozen streaming contract.,verified
